No;date;season;PM_Taiyuanjie;PM_US Post;PM_Xiaoheyan;DEWP;HUMI;PRES;TEMP;cbwd;Iws;precipitation;Iprec
10032;22/2/2014 23:00;4;192;157;154;-13;49.48;1032;-4;SE;1;0;0
10033;23/2/2014 0:00;4;207;156;170;-13;53.36;1032;-5;SE;2;0;0
10034;23/2/2014 1:00;4;205;166;183;-12;53.65;1032;-4;SW;1;0;0
10035;23/2/2014 2:00;4;209;170;183;-12;49.78;1032;-3;NE;2;0;0
10036;23/2/2014 3:00;4;205;166;190;-11;53.94;1032;-3;NE;3;0;0
10037;23/2/2014 4:00;4;201;157;186;-11;53.94;1032;-3;NE;7;0;0
10038;23/2/2014 5:00;4;205;198;138;-11;58.13;1032;-4;NE;9;0;0
10039;23/2/2014 6:00;4;230;180;176;-11;58.13;1032;-4;NE;11;0;0
10040;23/2/2014 7:00;4;210;153;157;-11;58.13;1032;-4;NE;14;0;0
10041;23/2/2014 8:00;4;172;159;135;-11;58.13;1033;-4;NE;16;0;0
10042;23/2/2014 9:00;4;202;165;156;-10;54.23;1032;-2;NE;18;0;0
10043;23/2/2014 10:00;4;215;170;180;-10;46.84;1032;0;cv;1;0;0
10044;23/2/2014 11:00;4;201;133;174;-11;40.24;1032;1;cv;2;0;0
10045;23/2/2014 12:00;4;143;129;129;-13;29.69;1031;3;SE;2;0;0
10046;23/2/2014 13:00;4;118;126;113;-12;27.97;1031;5;cv;1;0;0
10047;23/2/2014 14:00;4;121;145;112;-14;25.49;1030;4;NW;2;0;0
10048;23/2/2014 15:00;4;129;130;108;-15;23.48;1030;4;NW;4;0;0
10049;23/2/2014 16:00;4;120;136;108;-15;23.48;1030;4;cv;1;0;0
10050;23/2/2014 17:00;4;116;164;117;-15;23.48;1029;4;cv;2;0;0
10051;23/2/2014 18:00;4;126;135;125;-14;31.56;1029;1;SW;2;0;0
10052;23/2/2014 19:00;4;136;158;133;-13;34.25;1029;1;SW;3;0;0
10053;23/2/2014 20:00;4;143;216;149;-12;39.92;1029;0;cv;0;0;0
10054;23/2/2014 21:00;4;180;227;155;-12;39.92;1030;0;SE;1;0;0
10055;23/2/2014 22:00;4;254;215;193;-12;39.92;1029;0;SE;2;0;0
10056;23/2/2014 23:00;4;239;251;253;-12;39.92;1029;0;SW;2;0;0
10057;24/2/2014 0:00;4;0;255;258;-9;50.68;1029;0;SE;1;0;0
10058;24/2/2014 1:00;4;239;239;262;-10;46.84;1029;0;SE;2;0;0
10059;24/2/2014 2:00;4;241;227;261;-9;50.68;1029;0;SE;3;0;0
10060;24/2/2014 3:00;4;258;222;256;-10;46.84;1028;0;SE;5;0;0
10061;24/2/2014 4:00;4;243;220;260;-10;46.84;1028;0;SE;7;0;0
10062;24/2/2014 5:00;4;280;227;272;-8;54.8;1028;0;SE;8;0;0
10063;24/2/2014 6:00;4;287;246;255;-8;58.95;1027;-1;SE;9;0;0
10064;24/2/2014 7:00;4;289;253;261;-7;55.08;1027;1;SE;11;0;0
10065;24/2/2014 8:00;4;322;264;273;-6;59.48;1027;1;SW;1;0;0
10066;24/2/2014 9:00;4;373;286;307;-5;59.74;1027;2;cv;1;0;0
10067;24/2/2014 10:00;4;413;232;327;-3;60.25;1027;4;SW;3;0;0
10068;24/2/2014 11:00;4;332;202;251;-3;52.41;1027;6;SW;7;0;0
10069;24/2/2014 12:00;4;267;234;207;-3;48.93;1026;7;SW;11;0;0
10070;24/2/2014 13:00;4;257;204;257;-4;42.4;1026;8;SW;16;0;0
10071;24/2/2014 14:00;4;230;254;218;-4;42.4;1025;8;SW;21;0;0
10072;24/2/2014 15:00;4;285;210;256;-5;42.1;1025;7;SW;25;0;0
10073;24/2/2014 16:00;4;257;186;221;-4;45.4;1025;7;SW;29;0;0
10074;24/2/2014 17:00;4;236;194;221;-3;52.41;1025;6;SW;33;0;0
10075;24/2/2014 18:00;4;252;205;219;-3;64.66;1025;3;SW;35;0;0
10076;24/2/2014 19:00;4;259;212;233;-4;69.21;1026;1;SW;36;0;0
10077;24/2/2014 20:00;4;0;217;0;-4;74.41;1026;0;SE;1;0;0
10078;24/2/2014 21:00;4;299;233;246;-4;86.15;1026;-2;SW;1;0;0
10079;24/2/2014 22:00;4;0;218;0;-4;86.15;1027;-2;SW;2;0;0
10080;24/2/2014 23:00;4;0;214;0;-4;86.15;1026;-2;cv;1;0;0
10081;25/2/2014 0:00;4;0;206;0;-6;85.93;1026;-4;cv;2;0;0
10082;25/2/2014 1:00;4;263;208;252;-6;85.93;1027;-4;cv;3;0;0
10083;25/2/2014 2:00;4;243;180;249;-6;92.67;1027;-5;cv;4;0;0
10084;25/2/2014 3:00;4;220;186;259;-4;86.15;1027;-2;SE;2;0;0
10085;25/2/2014 4:00;4;204;209;262;-2;92.91;1026;-1;SE;4;0;0
10086;25/2/2014 5:00;4;213;216;258;-3;86.26;1026;-1;SE;6;0;0
10087;25/2/2014 6:00;4;212;214;257;-3;86.26;1026;-1;SE;8;0;0
10088;25/2/2014 7:00;4;203;215;242;-2;86.37;1027;0;SE;10;0;0
10089;25/2/2014 8:00;4;208;203;246;-1;80.49;1027;2;SE;13;0;0
10090;25/2/2014 9:00;4;208;214;258;0;75.14;1027;4;SE;15;0;0
10091;25/2/2014 10:00;4;210;197;268;-1;56.72;1027;7;SE;18;0;0
10092;25/2/2014 11:00;4;219;181;211;-2;46;1026;9;SW;4;0;0
10093;25/2/2014 12:00;4;220;204;189;-2;43.01;1026;10;SW;9;0;0
10094;25/2/2014 13:00;4;247;216;208;-2;40.23;1025;11;SW;14;0;0
10095;25/2/2014 14:00;4;276;224;224;-1;40.54;1024;12;SW;19;0;0
10096;25/2/2014 15:00;4;285;236;249;-1;43.31;1024;11;SW;24;0;0
10097;25/2/2014 16:00;4;299;219;260;-2;40.23;1024;11;SW;30;0;0
10098;25/2/2014 17:00;4;271;226;255;-2;46;1024;9;SW;32;0;0
10099;25/2/2014 18:00;4;265;227;264;-1;52.98;1024;8;SW;34;0;0
10100;25/2/2014 19:00;4;300;239;291;-2;60.51;1025;5;cv;1;0;0
10101;25/2/2014 20:00;4;304;229;291;-2;56.45;1025;6;SE;2;0;0
10102;25/2/2014 21:00;4;263;194;266;-3;60.25;1025;4;SW;1;0;0
10103;25/2/2014 22:00;4;224;189;254;-2;69.64;1025;3;SE;2;0;0
10104;25/2/2014 23:00;4;224;167;254;-2;64.9;1025;4;SE;4;0;0
10105;26/2/2014 0:00;4;195;141;214;-2;69.64;1025;3;SE;6;0;0
10106;26/2/2014 1:00;4;171;137;177;-2;69.64;1024;3;SE;8;0;0
10107;26/2/2014 2:00;4;155;122;163;-2;64.9;1024;4;SE;11;0;0
10108;26/2/2014 3:00;4;140;123;144;-3;64.66;1023;3;SE;13;0;0
10109;26/2/2014 4:00;4;128;117;130;-3;60.25;1023;4;SE;16;0;0
10110;26/2/2014 5:00;4;115;110;120;-3;64.66;1023;3;SE;18;0;0
10111;26/2/2014 6:00;4;117;122;128;-4;64.42;1023;2;SE;20;0;0
10112;26/2/2014 7:00;4;137;127;131;-3;60.25;1023;4;SE;22;0;0
10113;26/2/2014 8:00;4;150;127;137;-3;52.41;1023;6;SE;24;0;0
10114;26/2/2014 9:00;4;163;144;139;-3;42.71;1023;9;SW;5;0;0
10115;26/2/2014 10:00;4;186;159;156;-4;34.66;1022;11;SW;12;0;0
10116;26/2/2014 11:00;4;185;146;166;-3;34.97;1021;12;SW;19;0;0
10117;26/2/2014 12:00;4;181;149;156;-3;30.68;1021;14;SW;25;0;0
10118;26/2/2014 13:00;4;177;128;153;-5;26.4;1020;14;SW;35;0;0
10119;26/2/2014 14:00;4;146;96;136;-5;26.4;1019;14;SW;44;0;0
10120;26/2/2014 15:00;4;107;83;110;-5;24.75;1018;15;SW;51;0;0
10121;26/2/2014 16:00;4;99;90;91;-6;26.11;1019;13;SW;58;0;0
10122;26/2/2014 17:00;4;96;73;89;-7;29.48;1019;10;SW;62;0;0
10123;26/2/2014 18:00;4;92;93;80;-8;29.18;1019;9;SW;68;0;0
10124;26/2/2014 19:00;4;118;116;104;-5;39.32;1019;8;SW;73;0;0
10125;26/2/2014 20:00;4;153;122;131;-5;45.1;1019;6;SW;76;0;0
10126;26/2/2014 21:00;4;152;118;148;-5;51.84;1020;4;SW;78;0;0
10127;26/2/2014 22:00;4;148;116;138;-4;52.13;1020;5;SW;80;0;0
10128;26/2/2014 23:00;4;148;128;138;-4;60;1020;3;SW;83;0;0
10129;27/2/2014 0:00;4;158;139;139;-4;52.13;1020;5;SW;87;0;0
10130;27/2/2014 1:00;4;182;122;162;-4;52.13;1021;5;SW;91;0.6;0.6
10131;27/2/2014 2:00;4;158;42;167;0;80.63;1022;3;NW;8;1.5;2.1
10132;27/2/2014 3:00;4;21;23;34;-1;86.47;1022;1;NE;4;0.8;2.9
10133;27/2/2014 4:00;4;17;26;23;-1;92.96;1023;0;NW;1;0.3;3.2
10134;27/2/2014 5:00;4;17;25;23;-1;92.96;1024;0;NW;5;0;0
10135;27/2/2014 6:00;4;13;26;24;-2;92.91;1025;-1;NW;8;0.2;0.2
10136;27/2/2014 7:00;4;12;21;20;-3;92.85;1025;-2;NW;10;0;0
10137;27/2/2014 8:00;4;11;16;20;-8;63.45;1026;-2;NW;17;0;0
10138;27/2/2014 9:00;4;14;17;20;-9;63.2;1027;-3;NW;23;0;0
10139;27/2/2014 10:00;4;12;20;20;-10;54.23;1027;-2;NW;29;0;0
10140;27/2/2014 11:00;4;13;18;19;-11;50.08;1028;-2;NW;35;0;0
10141;27/2/2014 12:00;4;13;15;18;-11;50.08;1028;-2;NW;40;0;0
10142;27/2/2014 13:00;4;13;13;17;-11;46.53;1028;-1;NW;45;0;0
10143;27/2/2014 14:00;4;11;16;17;-12;42.94;1028;-1;NW;51;0;0
10144;27/2/2014 15:00;4;10;15;16;-12;39.92;1028;0;NW;56;0;0
10145;27/2/2014 16:00;4;10;18;16;-13;36.82;1027;0;NW;61;0;0
10146;27/2/2014 17:00;4;13;25;17;-13;36.82;1027;0;NW;64;0;0
10147;27/2/2014 18:00;4;0;25;0;-13;42.63;1027;-2;NE;3;0;0
10148;27/2/2014 19:00;4;23;40;24;-13;45.91;1028;-3;NE;5;0;0
10149;27/2/2014 20:00;4;32;25;32;-12;53.65;1029;-4;NE;6;0;0
10150;27/2/2014 21:00;4;40;29;33;-11;62.69;1029;-5;SW;1;0;0
10151;27/2/2014 22:00;4;21;30;25;-11;67.65;1029;-6;cv;1;0;0
10152;27/2/2014 23:00;4;36;35;68;-11;67.65;1029;-6;SE;1;0;0
10153;28/2/2014 0:00;4;44;40;0;-11;73.05;1029;-7;SE;2;0;0
10154;28/2/2014 1:00;4;66;42;83;-11;73.05;1029;-7;NE;2;0;0
10155;28/2/2014 2:00;4;60;37;55;-12;78.77;1029;-9;NE;5;0;0
10156;28/2/2014 3:00;4;60;57;55;-12;78.77;1030;-9;NE;8;0;0
10157;28/2/2014 4:00;4;41;54;51;-12;78.77;1030;-9;NE;11;0;0
10158;28/2/2014 5:00;4;41;67;51;-11;85.35;1030;-9;NE;14;0;0
10159;28/2/2014 6:00;4;43;116;47;-12;78.77;1030;-9;NE;15;0;0
10160;28/2/2014 7:00;4;114;144;159;-11;85.35;1030;-9;NE;16;0;0
10161;28/2/2014 8:00;4;166;143;185;-9;79.26;1030;-6;NE;19;0;0
10162;28/2/2014 9:00;4;103;105;102;-10;58.41;1030;-3;NE;22;0;0
10163;28/2/2014 10:00;4;44;31;49;-10;50.38;1028;-1;NE;26;0;0
10164;28/2/2014 11:00;4;44;60;49;-15;29.06;1027;1;NE;31;0;0
10165;28/2/2014 12:00;4;46;30;47;-15;27.05;1026;2;NE;34;0;0
10166;28/2/2014 13:00;4;34;29;33;-15;27.05;1026;2;NE;38;0;0
10167;28/2/2014 14:00;4;35;33;32;-17;22.89;1025;2;NW;4;0;0
10168;28/2/2014 15:00;4;27;34;31;-17;22.89;1024;2;NW;7;0;0
10169;28/2/2014 16:00;4;35;32;28;-15;27.05;1023;2;NE;4;0;0
10170;28/2/2014 17:00;4;56;46;37;-15;29.06;1023;1;NE;8;0;0
10171;28/2/2014 18:00;4;68;58;46;-12;39.92;1023;0;NE;11;0;0
10172;28/2/2014 19:00;4;68;64;46;-11;46.53;1023;-1;NE;14;0;0
10173;28/2/2014 20:00;4;87;66;47;-11;50.08;1023;-2;NE;16;0;0
10174;28/2/2014 21:00;4;78;68;54;-11;50.08;1024;-2;NE;18;0;0
10175;28/2/2014 22:00;4;92;61;73;-9;58.68;1024;-2;NE;21;0;0
10176;28/2/2014 23:00;4;92;81;73;-10;58.41;1025;-3;NE;22;0;0
10177;1/3/2014 0:00;1;0;87;0;-10;62.95;1025;-4;NE;24;0;0
10178;1/3/2014 1:00;1;0;83;0;-10;73.25;1024;-6;NE;26;0;0
10179;1/3/2014 2:00;1;0;90;0;-10;73.25;1024;-6;NE;29;0;0
10180;1/3/2014 3:00;1;0;101;0;-9;79.26;1024;-6;NE;31;0;0
10181;1/3/2014 4:00;1;0;68;0;-10;79.1;1024;-7;NE;33;0;0
10182;1/3/2014 5:00;1;0;88;0;-11;73.05;1024;-7;NE;36;0;0
10183;1/3/2014 6:00;1;0;64;0;-11;78.94;1024;-8;NE;39;0;0
10184;1/3/2014 7:00;1;0;67;0;-10;73.25;1025;-6;NE;43;0;0
10185;1/3/2014 8:00;1;104;74;80;-9;68.11;1025;-4;NE;48;0;0
10186;1/3/2014 9:00;1;104;53;80;-10;54.23;1025;-2;NE;54;0;0
10187;1/3/2014 10:00;1;92;33;49;-13;36.82;1024;0;NE;60;0;0
10188;1/3/2014 11:00;1;42;33;35;-15;27.05;1024;2;NE;66;0;0
10189;1/3/2014 12:00;1;42;13;35;-16;23.18;1024;3;NE;70;0;0
10190;1/3/2014 13:00;1;34;19;23;-15;23.48;1023;4;NE;73;0;0
10191;1/3/2014 14:00;1;23;23;29;-15;23.48;1022;4;NE;78;0;0
10192;1/3/2014 15:00;1;19;16;23;-16;21.6;1022;4;NW;5;0;0
10193;1/3/2014 16:00;1;24;24;23;-16;21.6;1022;4;NE;5;0;0
10194;1/3/2014 17:00;1;24;30;25;-16;24.89;1022;2;NW;5;0;0
10195;1/3/2014 18:00;1;28;37;27;-16;26.75;1022;1;NW;10;0;0
10196;1/3/2014 19:00;1;50;47;37;-15;31.25;1023;0;NW;14;0;0
10197;1/3/2014 20:00;1;56;53;37;-13;45.91;1023;-3;NE;3;0;0
10198;1/3/2014 21:00;1;72;51;40;-13;45.91;1024;-3;NE;6;0;0
10199;1/3/2014 22:00;1;71;69;40;-12;57.86;1024;-5;NE;10;0;0
10200;1/3/2014 23:00;1;111;69;69;-13;49.48;1025;-4;NE;13;0;0
10201;2/3/2014 0:00;1;91;62;72;-13;49.48;1025;-4;NE;15;0;0
10202;2/3/2014 1:00;1;88;66;60;-13;62.18;1025;-7;NE;18;0;0
10203;2/3/2014 2:00;1;93;79;61;-14;53.07;1025;-6;NE;21;0;0
10204;2/3/2014 3:00;1;95;92;66;-14;57.3;1025;-7;NE;24;0;0
10205;2/3/2014 4:00;1;90;73;73;-14;61.92;1024;-8;NE;28;0;0
10206;2/3/2014 5:00;1;76;82;66;-14;61.92;1024;-8;NE;31;0;0
10207;2/3/2014 6:00;1;86;76;54;-14;61.92;1024;-8;NE;35;0;0
10208;2/3/2014 7:00;1;74;130;75;-13;62.18;1025;-7;NE;38;0;0
10209;2/3/2014 8:00;1;112;120;138;-11;58.13;1025;-4;NE;41;0;0
10210;2/3/2014 9:00;1;66;62;83;-14;36.5;1026;-1;NE;44;0;0
10211;2/3/2014 10:00;1;66;61;83;-16;26.75;1026;1;NE;46;0;0
10212;2/3/2014 11:00;1;67;46;65;-17;22.89;1025;2;NE;49;0;0
10213;2/3/2014 12:00;1;55;43;50;-17;21.32;1025;3;SE;3;0;0
10214;2/3/2014 13:00;1;45;43;42;-17;19.87;1024;4;NE;1;0;0
10215;2/3/2014 14:00;1;40;32;39;-16;21.6;1024;4;cv;3;0;0
10216;2/3/2014 15:00;1;44;41;41;-16;21.6;1023;4;NE;2;0;0
10217;2/3/2014 16:00;1;41;51;44;-17;19.87;1023;4;NE;4;0;0
10218;2/3/2014 17:00;1;47;57;48;-17;21.32;1023;3;NE;5;0;0
10219;2/3/2014 18:00;1;53;64;48;-16;26.75;1023;1;cv;1;0;0
10220;2/3/2014 19:00;1;69;56;60;-15;31.25;1024;0;NE;4;0;0
10221;2/3/2014 20:00;1;89;71;61;-13;39.6;1024;-1;NE;8;0;0
10222;2/3/2014 21:00;1;75;57;60;-12;49.78;1025;-3;NE;12;0;0
10223;2/3/2014 22:00;1;66;47;56;-11;58.13;1025;-4;NE;16;0;0
10224;2/3/2014 23:00;1;52;68;54;-11;58.13;1025;-4;NE;19;0;0
10225;3/3/2014 0:00;1;62;81;61;-11;62.69;1025;-5;NE;23;0;0
10226;3/3/2014 1:00;1;66;61;60;-10;67.88;1025;-5;NE;28;0;0
10227;3/3/2014 2:00;1;50;71;51;-11;62.69;1025;-5;NE;33;0;0
10228;3/3/2014 3:00;1;53;93;50;-10;67.88;1025;-5;NE;37;0;0
10229;3/3/2014 4:00;1;0;94;0;-9;68.11;1025;-4;NE;41;0;0
10230;3/3/2014 5:00;1;68;75;58;-10;58.41;1025;-3;NE;45;0;0
10231;3/3/2014 6:00;1;88;108;67;-11;62.69;1024;-5;NE;47;0;0
10232;3/3/2014 7:00;1;96;110;81;-10;67.88;1024;-5;NE;50;0;0
10233;3/3/2014 8:00;1;107;95;87;-9;63.2;1025;-3;NE;53;0;0
10234;3/3/2014 9:00;1;120;117;108;-9;50.68;1025;0;NE;55;0;0
10235;3/3/2014 10:00;1;147;120;113;-11;37.45;1025;2;cv;1;0;0
10236;3/3/2014 11:00;1;115;103;101;-11;32.5;1024;4;SE;2;0;0
10237;3/3/2014 12:00;1;115;85;101;-12;27.97;1024;5;SE;4;0;0
10238;3/3/2014 13:00;1;107;105;88;-11;28.27;1023;6;SW;2;0;0
10239;3/3/2014 14:00;1;127;116;107;-11;28.27;1022;6;SW;4;0;0
10240;3/3/2014 15:00;1;153;119;130;-11;28.27;1022;6;SW;6;0;0
10241;3/3/2014 16:00;1;146;125;125;-11;28.27;1021;6;SW;7;0;0
10242;3/3/2014 17:00;1;139;127;127;-11;30.31;1021;5;NW;2;0;0
10243;3/3/2014 18:00;1;141;137;133;-11;32.5;1021;4;NE;3;0;0
10244;3/3/2014 19:00;1;175;135;168;-10;35.19;1022;4;NE;5;0;0
10245;3/3/2014 20:00;1;187;122;158;-6;48.04;1022;4;NW;4;0;0
10246;3/3/2014 21:00;1;166;125;141;-3;69.43;1023;2;NE;3;0.5;0.5
10247;3/3/2014 22:00;1;178;96;140;-1;92.96;1023;0;NE;5;0.9;1.4
10248;3/3/2014 23:00;1;138;90;119;-1;92.96;1023;0;NE;8;0.7;2.1
10249;4/3/2014 0:00;1;125;87;109;-1;92.96;1023;0;NE;13;0.5;2.6
10250;4/3/2014 1:00;1;105;70;102;-2;92.91;1023;-1;NE;18;0.5;3.1
10251;4/3/2014 2:00;1;89;61;90;-2;92.91;1023;-1;NE;22;0.6;3.7
10252;4/3/2014 3:00;1;93;74;87;-2;92.91;1023;-1;NW;4;0.4;4.1
10253;4/3/2014 4:00;1;88;73;88;-2;92.91;1023;-1;NW;8;0.6;4.7
10254;4/3/2014 5:00;1;79;61;80;-2;92.91;1023;-1;NW;13;0.4;5.1
10255;4/3/2014 6:00;1;62;45;79;-2;92.91;1023;-1;NW;17;0;0
10256;4/3/2014 7:00;1;38;31;47;-2;100;1023;-2;NW;23;0.1;0.1
10257;4/3/2014 8:00;1;29;35;35;-3;92.85;1024;-2;NE;6;0.1;0.2
10258;4/3/2014 9:00;1;46;50;36;-3;92.85;1024;-2;NE;13;0;0
10259;4/3/2014 10:00;1;61;58;49;-2;92.91;1024;-1;NW;6;0;0
10260;4/3/2014 11:00;1;69;64;61;-3;80.19;1024;0;NW;11;0;0
10261;4/3/2014 12:00;1;74;63;67;-4;69.21;1024;1;NE;6;0;0
10262;4/3/2014 13:00;1;76;48;58;-6;59.48;1024;1;NE;12;0;0
10263;4/3/2014 14:00;1;48;28;46;-9;47.14;1024;1;NW;5;0;0
10264;4/3/2014 15:00;1;23;0;34;-10;43.57;1023;1;NE;5;0;0
10265;4/3/2014 16:00;1;17;22;24;-14;29.38;1023;2;NW;6;0;0
10266;4/3/2014 17:00;1;19;32;24;-14;31.56;1024;1;NE;5;0;0
10267;4/3/2014 18:00;1;23;31;30;-13;36.82;1025;0;NE;10;0;0
10268;4/3/2014 19:00;1;33;42;35;-14;39.28;1025;-2;NE;14;0;0
10269;4/3/2014 20:00;1;34;26;43;-15;36.18;1026;-2;NW;3;0;0
10270;4/3/2014 21:00;1;34;24;44;-14;42.31;1026;-3;NW;6;0;0
10271;4/3/2014 22:00;1;45;18;30;-15;38.96;1027;-3;NE;4;0;0
10272;4/3/2014 23:00;1;25;32;25;-14;49.17;1027;-5;NE;6;0;0
10273;5/3/2014 0:00;1;20;16;26;-14;53.07;1027;-6;NE;8;0;0
10274;5/3/2014 1:00;1;19;24;29;-15;57.02;1027;-8;SE;2;0;0
10275;5/3/2014 2:00;1;23;42;28;-15;61.65;1027;-9;SE;3;0;0
10276;5/3/2014 3:00;1;37;53;29;-15;66.71;1027;-10;cv;0;0;0
10277;5/3/2014 4:00;1;45;33;34;-14;72.44;1027;-10;cv;1;0;0
10278;5/3/2014 5:00;1;23;22;28;-14;78.44;1027;-11;cv;2;0;0
10279;5/3/2014 6:00;1;18;30;27;-14;78.44;1027;-11;NE;1;0;0
10280;5/3/2014 7:00;1;23;27;27;-16;52.47;1028;-8;NE;3;0;0
10281;5/3/2014 8:00;1;27;24;41;-17;41.35;1028;-6;NE;5;0;0
10282;5/3/2014 9:00;1;29;26;32;-18;35.21;1028;-5;NE;7;0;0
10283;5/3/2014 10:00;1;0;29;0;-16;33.29;1028;-2;cv;1;0;0
10284;5/3/2014 11:00;1;29;16;26;-14;42.31;1028;-3;SW;3;0;0
10285;5/3/2014 12:00;1;29;17;22;-13;42.63;1027;-2;SW;7;0;0
10286;5/3/2014 13:00;1;24;20;21;-13;39.6;1027;-1;SW;11;0;0
10287;5/3/2014 14:00;1;25;17;22;-14;36.5;1026;-1;SW;15;0;0
10288;5/3/2014 15:00;1;25;23;20;-13;39.6;1026;-1;SW;19;0;0
10289;5/3/2014 16:00;1;31;32;22;-14;36.5;1026;-1;SW;23;0;0
10290;5/3/2014 17:00;1;44;32;27;-14;39.28;1026;-2;SW;26;0;0
10291;5/3/2014 18:00;1;55;52;33;-14;45.6;1026;-4;SW;28;0;0
10292;5/3/2014 19:00;1;72;54;38;-13;53.36;1027;-5;SW;30;0;0
10293;5/3/2014 20:00;1;76;57;41;-13;57.58;1027;-6;SW;31;0;0
10294;5/3/2014 21:00;1;80;72;45;-12;62.44;1028;-6;SE;1;0;0
10295;5/3/2014 22:00;1;68;69;46;-12;62.44;1027;-6;SE;3;0;0
10296;5/3/2014 23:00;1;85;51;62;-13;62.18;1027;-7;SE;4;0;0
10297;6/3/2014 0:00;1;60;48;42;-11;62.69;1027;-5;NW;1;0;0
10298;6/3/2014 1:00;1;24;20;28;-10;67.88;1028;-5;NW;4;0;0
10299;6/3/2014 2:00;1;12;14;21;-15;45.29;1028;-5;NW;8;0;0
10300;6/3/2014 3:00;1;11;21;19;-19;34.88;1029;-6;NW;12;0;0
10301;6/3/2014 4:00;1;12;22;20;-21;31.67;1029;-7;NW;16;0;0
10302;6/3/2014 5:00;1;13;25;19;-21;34.23;1029;-8;NW;20;0;0
10303;6/3/2014 6:00;1;13;17;19;-21;37.01;1030;-9;NW;22;0;0
10304;6/3/2014 7:00;1;18;19;21;-20;37.34;1030;-8;NW;25;0;0
10305;6/3/2014 8:00;1;18;14;21;-20;34.55;1031;-7;NW;28;0;0
10306;6/3/2014 9:00;1;20;13;22;-19;34.88;1031;-6;NW;32;0;0
10307;6/3/2014 10:00;1;20;18;22;-19;34.88;1031;-6;NW;35;0;0
10308;6/3/2014 11:00;1;20;12;19;-19;32.32;1031;-5;NW;40;0;0
10309;6/3/2014 12:00;1;14;10;15;-19;29.97;1030;-4;NW;44;0;0
10310;6/3/2014 13:00;1;12;11;14;-18;30.29;1030;-3;NW;49;0;0
10311;6/3/2014 14:00;1;11;15;13;-17;32.97;1029;-3;NW;52;0;0
10312;6/3/2014 15:00;1;13;14;13;-18;30.29;1029;-3;NW;56;0;0
10313;6/3/2014 16:00;1;16;14;14;-19;27.81;1029;-3;NW;60;0;0
10314;6/3/2014 17:00;1;25;24;15;-19;27.81;1029;-3;NW;64;0;0
10315;6/3/2014 18:00;1;34;20;17;-19;32.32;1029;-5;NW;66;0;0
10316;6/3/2014 19:00;1;34;31;18;-16;44.97;1029;-6;SW;2;0;0
10317;6/3/2014 20:00;1;57;63;27;-16;48.56;1029;-7;SW;4;0;0
10318;6/3/2014 21:00;1;73;43;37;-16;52.47;1029;-8;SE;2;0;0
10319;6/3/2014 22:00;1;85;48;40;-16;52.47;1030;-8;SW;2;0;0
10320;6/3/2014 23:00;1;86;54;46;-16;61.39;1030;-10;SE;2;0;0
10321;7/3/2014 0:00;1;59;56;47;-16;61.39;1030;-10;SE;4;0;0
10322;7/3/2014 1:00;1;59;53;47;-17;56.45;1030;-10;SW;2;0;0
10323;7/3/2014 2:00;1;79;81;60;-17;56.45;1029;-10;SE;2;0;0
10324;7/3/2014 3:00;1;83;80;52;-18;56.16;1029;-11;SW;2;0;0
10325;7/3/2014 4:00;1;74;63;56;-17;61.12;1029;-11;SE;1;0;0
10326;7/3/2014 5:00;1;79;73;50;-17;61.12;1029;-11;SE;3;0;0
10327;7/3/2014 6:00;1;92;81;59;-15;57.02;1030;-8;NE;3;0;0
10328;7/3/2014 7:00;1;115;75;73;-15;57.02;1030;-8;NE;6;0;0
10329;7/3/2014 8:00;1;105;84;88;-15;45.29;1031;-5;cv;1;0;0
10330;7/3/2014 9:00;1;108;102;88;-13;49.48;1031;-4;SW;2;0;0
10331;7/3/2014 10:00;1;64;54;50;-11;50.08;1031;-2;SW;3;0;0
10332;7/3/2014 11:00;1;37;29;36;-11;46.53;1030;-1;SW;5;0;0
10333;7/3/2014 12:00;1;36;23;31;-18;24.29;1030;0;NW;4;0;0
10334;7/3/2014 13:00;1;21;16;27;-17;24.59;1029;1;NW;10;0;0
10335;7/3/2014 14:00;1;15;12;22;-20;20.46;1029;0;NW;15;0;0
10336;7/3/2014 15:00;1;15;24;21;-20;19.03;1029;1;NW;19;0;0
10337;7/3/2014 16:00;1;18;12;21;-21;17.45;1029;1;NW;24;0;0
10338;7/3/2014 17:00;1;18;19;21;-22;17.18;1029;0;NW;28;0;0
10339;7/3/2014 18:00;1;29;32;24;-20;22.01;1029;-1;NW;32;0;0
10340;7/3/2014 19:00;1;40;34;26;-19;27.81;1030;-3;NW;34;0;0
10341;7/3/2014 20:00;1;41;44;30;-20;25.51;1029;-3;NE;2;0;0
10342;7/3/2014 21:00;1;47;48;37;-17;35.53;1029;-4;SE;2;0;0
10343;7/3/2014 22:00;1;45;68;65;-17;38.32;1029;-5;SE;4;0;0
10344;7/3/2014 23:00;1;79;44;62;-16;44.97;1028;-6;SE;7;0;0
10345;8/3/2014 0:00;1;63;36;42;-14;61.92;1028;-8;SW;2;0;0
10346;8/3/2014 1:00;1;95;62;51;-15;57.02;1028;-8;SW;4;0;0
10347;8/3/2014 2:00;1;95;73;51;-15;57.02;1028;-8;SW;6;0;0
10348;8/3/2014 3:00;1;125;97;86;-15;61.65;1027;-9;SW;8;0;0
10349;8/3/2014 4:00;1;133;98;86;-15;57.02;1026;-8;SE;2;0;0
